License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
June 21 2018,214831,Wrigley,Dog,"Terrier, Boston",,98115
June 21 2018,S133236,Toby,Dog,"Retriever, Labrador",,98117
June 21 2018,S124705,Chester,Dog,Mix,Australian Shepherd,98125
June 21 2018,S114319,Hudson,Dog,"Retriever, Golden",,98177
June 21 2018,S144911,Frankie,Dog,Boxer,"Terrier, American Pit Bull",98133
June 21 2018,S115222,Rory,Dog,"Terrier, Tibetan",Maltese,98108
June 21 2018,354453,Cohen,Dog,Pointer,Mix,98106
June 21 2018,348542,Lenny,Dog,"Dachshund, Standard Smooth Haired",,98103
June 21 2018,359272,Parley,Dog,"Schnauzer, Miniature",,98199
June 21 2018,S144905,Robbie,Dog,Shetland Sheepdog,,98101
June 21 2018,S146222,George Franklin,Dog,Australian Shepherd,,98118
June 21 2018,136715,Picket,Dog,Bearded Collie,,98115
June 21 2018,214044,Koro,Dog,Portuguese Water Dog,,98103
June 21 2018,S105028,Freddie,Dog,"Retriever, Labrador","Poodle, Miniature",98117
June 22 2018,S114910,Blue,Dog,Australian Cattle Dog,,98105
June 22 2018,S115975,,Dog,Rottweiler,Mastiff,98116
June 22 2018,355966,Max,Dog,"Dachshund, Standard Smooth Haired","Terrier, Jack Russell",98102
June 22 2018,357179,Treks,Dog,Shepherd,Mix,98146
June 22 2018,S117212,Squirt,Dog,Pomeranian,Mix,98178
June 22 2018,357748,Murphy,Dog,Terrier,Mix,98126
June 22 2018,S143268,Rowdy,Dog,German Shepherd,Siberian Husky,98117
June 22 2018,S142986,Sam,Dog,Terrier,Mix,98117
June 22 2018,343856,Boogie,Dog,Shetland Sheepdog,,98116
June 22 2018,S109993,Subi,Dog,"Retriever, Labrador",,98118
June 22 2018,731539,Chewy,Dog,"Retriever, Golden",,98126
June 22 2018,214025,Goblin,Dog,"Schnauzer, Miniature",,98119
June 22 2018,S144357,Ranger Berg,Dog,"Retriever, Golden",,98177
June 22 2018,351546,Hoover,Dog,"Terrier, Rat",,98144
June 22 2018,S117549,Stig,Dog,Shetland Sheepdog,,98102
June 22 2018,S124978,Ouroboros,Dog,"Australian Shepherd, Miniature","Australian Shepherd, Miniature",98101
June 22 2018,S144362,Buddy,Dog,"Terrier, Bedlington",,98199
June 22 2018,282792,Stewie,Dog,Maltese,Mix,98125
June 22 2018,359137,Biggie,Dog,"Chihuahua, Short Coat",,98102
June 22 2018,358111,Farley,Dog,"Retriever, Labrador",,98177
June 22 2018,354697,Riley,Dog,"Retriever, Labrador",,98107
June 22 2018,S132583,Rogue,Dog,"Terrier, Parson Russell",,98115
June 22 2018,S144367,Porkchop,Dog,Boxer,,98121
June 22 2018,S133660,Finn,Dog,"Retriever, Golden","Poodle, Standard",98107
June 22 2018,S144386,Yoshi,Dog,Australian Cattle Dog,Australian Kelpie,98122
June 22 2018,438254,Apollo,Dog,"Spaniel, American Cocker",,98108
June 22 2018,S116436,Gideon,Dog,"Retriever, Labrador","Terrier, Pit Bull",98102
June 22 2018,S117868,Nicky,Dog,"Poodle, Miniature",,98112
June 22 2018,S127300,Jake,Dog,"Poodle, Miniature",,98109
June 22 2018,S144360,Cody,Dog,"Terrier, Rat","Terrier, Boston",98144
June 22 2018,S116732,Alex,Dog,Miniature Pinscher,,98115
June 22 2018,S116477,Tag,Dog,"Welsh Corgi, Pembroke",,98106
June 22 2018,S117172,Titan,Dog,Alaskan Husky,Australian Cattle Dog,98106
June 22 2018,S118228,Julian,Dog,Beagle,,98125
June 22 2018,S144355,Diego,Dog,Tibetan Mastiff,,98103
June 22 2018,S114179,Mr. Barnabus Jones (Barney),Dog,Terrier,Mix,98144
June 22 2018,S131729,Blue,Dog,Australian Cattle Dog,American Blue Heeler,98146
June 22 2018,444021,Adobe,Dog,Doberman Pinscher,"Retriever, Labrador",98109
June 22 2018,442938,Django,Dog,Australian Shepherd,,98115
June 23 2018,215339,Rambo,Dog,"Chihuahua, Short Coat",,98136
June 23 2018,S114871,Wallace,Dog,"Terrier, Airedale","Retriever, Labrador",98144
June 23 2018,S142990,Shadow,Dog,German Shepherd,Australian Shepherd,98199
June 23 2018,S142991,Finley,Dog,Australian Shepherd,,98126
June 23 2018,S142993,Russet,Dog,Terrier,Mix,98103
June 23 2018,S143272,Tod,Dog,Australian Cattle Dog,Mix,98117
June 24 2018,S143697,Groot,Dog,"Terrier, American Pit Bull",Mix,98107
June 25 2018,S125871,Finn,Dog,Border Collie,,98117
June 25 2018,S131092,Chance,Dog,"Retriever, Golden",,98125
June 25 2018,S133173,Rex,Dog,German Shepherd,Rottweiler,98103
June 25 2018,S118564,Charlie,Dog,"Chihuahua, Short Coat",Mix,98109
June 25 2018,727106,Max,Dog,"Poodle, Standard",,98125
June 25 2018,443363,Teddy,Dog,"Poodle, Standard","Retriever, Golden",98109
June 25 2018,S132609,Dijon,Dog,Pug,,98122
June 25 2018,S132610,Rascal,Dog,Pug,,98122
June 25 2018,432971,Bosley,Dog,Havanese,,98105
June 25 2018,440688,Skipper,Dog,"Retriever, Golden",Mix,98115
June 25 2018,S116438,Fynn McGlenn Richardson,Dog,"Retriever, Labrador",Australian Cattle Dog,98177
June 25 2018,440333,Quinn,Dog,"Terrier, West Highland White",,98105
June 25 2018,S118206,Mordecai,Dog,"Terrier, West Highland White",,98125
June 25 2018,S145206,Slater,Dog,Portuguese Water Dog,,98115
June 25 2018,357727,Quincy,Dog,Australian Shepherd,,98116
June 25 2018,S145192,Miles,Dog,"Terrier, Soft Coated Wheaten",,98136
June 25 2018,S145191,Walter,Dog,"Terrier, Soft Coated Wheaten",,98136
June 25 2018,443244,Otto,Dog,Saluki,,98125
June 25 2018,S118568,Spike,Dog,"Poodle, Miniature",,98117
June 25 2018,443226,Wrigley,Dog,German Shepherd,"Retriever, Labrador",98106
June 25 2018,443924,Bentley,Dog,Maltese,Mix,98126
June 25 2018,S117535,Ned,Dog,"Welsh Corgi, Pembroke","Poodle, Miniature",98109
June 25 2018,140978,Drummer,Dog,Bernese Mountain Dog,,98112
June 25 2018,435858,Buster,Dog,"Retriever, Labrador",Mix,98125
June 25 2018,440741,Jacob,Dog,"Terrier, West Highland White",,98104
June 25 2018,442913,Coal,Dog,"Retriever, Labrador",,98136
June 25 2018,443207,Logan P. Whybark,Dog,"Retriever, Labrador",German Shepherd,98133
June 25 2018,S145154,Mac,Dog,Briard,,98107
June 25 2018,S145108,Chubby,Dog,Bichon Frise,"Spaniel, American Cocker",98103
June 25 2018,S121606,Tyler,Dog,Bulldog,,98133
June 25 2018,358038,Oliver Max,Dog,Xoloitzcuintli,,98177
June 25 2018,283211,Sport,Dog,"Retriever, Labrador","Poodle, Standard",98199
June 25 2018,S116787,Mr. Darcy,Dog,"Spaniel, English Springer",Mix,98107
June 25 2018,S124838,Curly,Dog,Bichon Frise,Mix,98102
June 25 2018,S145208,Oakley,Dog,"Retriever, Golden",,98103
June 25 2018,S118294,Cooper,Dog,"Retriever, Labrador",,98103
June 25 2018,280421,Benny,Dog,Old English Sheepdog,"Poodle, Standard",98103
June 25 2018,S145127,Edgar,Dog,"Retriever, Labrador",,98112
June 25 2018,443965,Dexter,Dog,"Terrier, Yorkshire",,98125
June 25 2018,S118613,Mintaka,Dog,Australian Shepherd,,98109
June 25 2018,S125378,Charlie,Dog,"Chihuahua, Short Coat",Miniature Pinscher,98102
June 26 2018,S113191,Tank,Dog,"Terrier, American Pit Bull",Mix,98117
June 26 2018,356111,Zeus,Dog,Rottweiler,Mix,98199
June 26 2018,443040,Enzo,Dog,Havanese,,98115
June 26 2018,440072,Ernie,Dog,Havanese,,98115
June 26 2018,S145151,Nico,Dog,"Chihuahua, Short Coat",Miniature Pinscher,98107
June 26 2018,S145198,Jager,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98102
June 26 2018,444024,Ginger,Dog,"Schnauzer, Miniature",,98121
June 26 2018,S145214,Bo,Dog,Doberman Pinscher,,98117
June 26 2018,S145147,Lucky,Dog,German Shepherd,,98103
June 26 2018,S145130,Luke,Dog,Weimaraner,,98112
June 26 2018,353939,Jake,Dog,"Retriever, Labrador",,98122
June 26 2018,437838,Ole,Dog,"Retriever, Labrador",,98177
June 26 2018,354059,Niko,Dog,"Chihuahua, Short Coat",Whippet,98126
June 26 2018,S101859,Ozzie,Dog,Whippet,Mix,98133
June 26 2018,441847,Jackson,Dog,Australian Shepherd,Bernese Mountain Dog,98177
June 26 2018,S114337,Mochiko (Mochi),Dog,Korean Jindo,,98122
June 26 2018,S117726,Beep,Dog,Hound,,98133
June 26 2018,356279,Charlie,Dog,"Retriever, Labrador",Mix,98126
June 26 2018,S145212,Babaganoush,Dog,Australian Shepherd,Mix,98115
June 26 2018,S145213,Umlaut,Dog,Catahoula Leopard dog,Mix,98115
June 26 2018,442928,Rory,Dog,"Poodle, Standard",,98107
June 26 2018,359708,Frankie,Dog,Beagle,,98119
June 26 2018,S118482,Poncho,Dog,"Retriever, Labrador",Mix,
June 26 2018,443209,Marty,Dog,"Pointer, German Shorthaired","Retriever, Labrador",98122
June 26 2018,S133108,Ralph Akira Lindgren,Dog,"Retriever, Golden",,98115
June 26 2018,S145227,Chocolate,Dog,Pomeranian,,98103
June 26 2018,S145228,Oliver Joe,Dog,Japanese Chin,,98103
June 26 2018,S145112,Earl Grey Choi,Dog,Bearded Collie,English Shepherd,98106
June 26 2018,443364,Jackson,Dog,Terrier,Maltese,98103
June 26 2018,S117199,Albert,Dog,Maltese,,98115
June 26 2018,S145182,Fonzie,Dog,"Retriever, Labrador",Mix,98116
June 26 2018,S102149,Walter,Dog,"Welsh Corgi, Pembroke","Chihuahua, Long Coat",98116
June 26 2018,436719,Max,Dog,"Retriever, Golden",,98108
June 26 2018,435710,Sima,Dog,"Retriever, Labrador","Poodle, Standard",98101
June 26 2018,444148,Griffin,Dog,"Retriever, Labrador",,98119
June 26 2018,359592,Jasper,Dog,Shepherd,Mix,98133
June 26 2018,S145144,Gunner,Dog,"Retriever, Labrador",,98144
June 26 2018,216426,Harry,Dog,"Terrier, Jack Russell",Mix,98112
June 26 2018,S145149,Calvin,Dog,"Terrier, Boston",,98117
June 26 2018,356270,Jack,Dog,Miniature Pinscher,,98103
June 26 2018,S145209,Scout,Dog,Border Collie,"Retriever, Labrador",98115
June 26 2018,359222,Brolly,Dog,Boxer,Terrier,98133
June 26 2018,S116368,Cabo,Dog,"Retriever, Labrador",Carolina Dog,98122
June 26 2018,S145146,Koda,Dog,"Retriever, Labrador",,98133
June 26 2018,S118796,Watson,Dog,"Pointer, German Shorthaired",,98117
June 26 2018,436541,Jasper,Dog,"Pointer, German Shorthaired",,98125
June 26 2018,443901,Max,Dog,Xoloitzcuintli,,98136
June 26 2018,S145160,August,Dog,"Retriever, Labrador",,
June 26 2018,S145161,Sherman,Dog,German Shepherd,Alaskan Malamute,
June 26 2018,356482,Phil,Dog,"Dachshund, Standard Smooth Haired",Mix,98116
June 26 2018,348989,Stoli,Dog,"Poodle, Toy",,98126
June 26 2018,S145156,Mac,Dog,"Spaniel, Cavalier King Charles",,98102
June 26 2018,S108398,Copper,Dog,"Retriever, Nova Scotia Duck Tolling",,98103
June 26 2018,443259,Jack,Dog,Havanese,,98106
June 26 2018,S119448,Beau,Dog,"Retriever, Labrador",Mix,98117
June 26 2018,S115105,Harley,Dog,Leonberger,,98178
June 26 2018,S145115,Sonar,Dog,Miniature Pinscher,,98109
June 26 2018,357666,Ryder,Dog,Australian Shepherd,,98107
June 26 2018,S145159,Juno,Dog,Beagle,Pug,98102
June 26 2018,S145197,Oslo,Dog,Siberian Husky,"Retriever, Labrador",98107
June 26 2018,S117601,Milo,Dog,"Spaniel, American Cocker","Poodle, Miniature",98112
June 26 2018,S112136,Kobe,Dog,"Retriever, Labrador",Mix,98199
June 26 2018,S117409,Dylan,Dog,"Terrier, American Pit Bull",,98108
June 26 2018,S114605,Nitro,Dog,Mix,,98106
June 26 2018,359575,Russell,Dog,Terrier,"Schnauzer, Miniature",98117
June 26 2018,437710,Buster,Dog,"Retriever, Labrador",,98118
June 26 2018,356409,Roux,Dog,"Dachshund, Standard Smooth Haired",,98121
June 27 2018,343853,Truman,Dog,Shih Tzu,,98109
June 27 2018,S144388,Kyoto,Dog,Japanese Chin,Mix,98109
June 27 2018,443987,Sir Pinski,Dog,Bichon Frise,,98115
June 27 2018,S117426,Harvey,Dog,Boxer,,98146
June 27 2018,S145306,Rocket,Dog,Alaskan Husky,Rottweiler,98178
June 27 2018,S145329,Bentley,Dog,"Retriever, Labrador",,98112
June 27 2018,S117709,Tupac,Dog,Peruvian Inca Orchid,,98107
June 27 2018,S132307,Rocket,Dog,Border Collie,Australian Shepherd,98126
June 27 2018,S116968,Bear,Dog,Siberian Husky,,98144
June 27 2018,S125243,Alfie,Dog,"Retriever, Golden",,98103
June 27 2018,442783,Milo,Dog,"Retriever, Golden","Poodle, Standard",98115
June 27 2018,S145391,Pita,Dog,Terrier,Mix,98102
June 27 2018,357684,Cromwell,Dog,"Spaniel, English Toy",,98121
June 27 2018,356360,Brigsby,Dog,"Retriever, Labrador",,98115
June 27 2018,S110236,Jelly Beans,Dog,Maltese,Shih Tzu,98119
June 27 2018,S145332,Kobi,Dog,Australian Shepherd,,98133
June 27 2018,348497,Soy Sauce,Dog,"Chihuahua, Short Coat",,98144
June 27 2018,441718,Elmer,Dog,Border Collie,Australian Cattle Dog,98117
June 27 2018,444057,Columbo,Dog,Border Collie,Australian Shepherd,98136
June 27 2018,S120454,Lucien,Dog,Siberian Husky,Mix,98107
June 27 2018,S117115,Shadow,Dog,"Retriever, Labrador",,98101
June 27 2018,356159,Sango,Dog,Bullmastiff,,98144
June 28 2018,S143276,Albert,Dog,"Bulldog, French",,98102
June 28 2018,S145313,Shine,Dog,"Collie, Smooth",Shepherd,98125
June 28 2018,S115898,Brodie,Dog,"Terrier, Boston",Mix,98126
June 28 2018,348646,Barley,Dog,"Chihuahua, Short Coat",,98116
June 28 2018,354626,Kiji,Dog,"Poodle, Miniature","Chihuahua, Short Coat",98116
June 28 2018,S145375,Jupiter,Dog,Xoloitzcuintli,,98136
June 28 2018,357903,Stogie,Dog,Havanese,,98102
June 28 2018,211026,Chai-T,Dog,"Poodle, Miniature",Maltese,98101
June 28 2018,441609,Jackie,Dog,"Welsh Corgi, Cardigan",Mix,98107
June 28 2018,S145356,Gunnar,Dog,"Retriever, Labrador",,98103
June 28 2018,S110414,Oz,Dog,Australian Shepherd,,98103
June 28 2018,S145301,Buddy,Dog,Miniature Pinscher,Mix,98102
June 28 2018,443312,Leo,Dog,"Retriever, Labrador",Australian Shepherd,98106
June 28 2018,S145331,Leo,Dog,"Retriever, Labrador","Poodle, Miniature",98112
June 29 2018,S146041,Smokey,Dog,"Chihuahua, Short Coat",Mix,98121
June 29 2018,S131081,Everly,Dog,"Retriever, Labrador","Poodle, Standard",98116
June 29 2018,444229,Munchkin,Dog,"Chihuahua, Short Coat",Shih Tzu,98199
June 29 2018,356470,Kit,Dog,German Shepherd,Mix,98126
June 29 2018,216343,Lou,Dog,"Retriever, Labrador",,98199
June 29 2018,S116965,Aaron,Dog,"Terrier, Boston",Mix,98109
June 29 2018,439031,Oscar,Dog,"Retriever, Labrador",,98103
June 29 2018,S116558,Bode,Dog,"Retriever, Golden",,98103
June 29 2018,S122926,Blue,Dog,"Terrier, American Pit Bull",Mix,98105
June 29 2018,216368,Wally,Dog,"Retriever, Golden",,98112
June 29 2018,443255,Rye,Dog,Catahoula Leopard dog,,98119
June 29 2018,S145341,Bartlet,Dog,Havanese,,98199
June 29 2018,436544,Bogie,Dog,"Spaniel, Cavalier King Charles",,98125
June 29 2018,358600,Viceroy,Dog,"Retriever, Labrador",,98133
June 29 2018,S145309,D.C.,Dog,"Retriever, Labrador",,98116
June 29 2018,731405,Finn,Dog,"Collie, Smooth",,98034
June 29 2018,S145318,Jabba,Dog,"Retriever, Labrador","Poodle, Standard",98177
June 29 2018,359541,Aldo,Dog,Siberian Husky,German Shepherd,98199
June 29 2018,441792,Capt Mack,Dog,Great Pyrenees,Mix,98117
June 29 2018,S127162,Bear,Dog,"Retriever, Labrador",Mix,98122
June 29 2018,S115973,Bart,Dog,"Chihuahua, Short Coat",,98106
June 29 2018,S145337,Jaxon,Dog,Pug,,98107
June 29 2018,731778,Dutch,Dog,Shiba Inu,"Terrier, Rat",98133
June 29 2018,S125695,Bodie,Dog,Beagle,,98115
June 29 2018,S145303,Miles,Dog,"Terrier, American Pit Bull",Mix,98177
June 29 2018,S145340,Tucker,Dog,Australian Shepherd,Border Collie,98144
June 29 2018,S145382,Cooper,Dog,Mix,"Terrier, Pit Bull",98117
June 30 2018,352277,Duke,Dog,Rottweiler,,98106
June 30 2018,829213,Maliki,Dog,"Poodle, Miniature",,98178
June 30 2018,141003,Bailey,Dog,"Schnauzer, Miniature",,98178
June 30 2018,141088,River,Dog,"Schnauzer, Miniature",,98178
June 30 2018,359562,Chester,Dog,Havanese,,98117
June 30 2018,445132,Rain,Dog,"Welsh Corgi, Cardigan",,98117
June 30 2018,422500,Whiskey,Dog,Shetland Sheepdog,,98116
June 30 2018,436409,Duke,Dog,Pomeranian,,98199
June 30 2018,356604,Scooter,Dog,"Bulldog, English",Beagle,98125
June 30 2018,S112113,Lucky,Dog,Havanese,,98199
June 30 2018,S112114,Reggie,Dog,"Retriever, Golden","Poodle, Standard",98199
June 30 2018,206319,Blue,Dog,"Terrier, Jack Russell",,98199
July 01 2018,439653,Teddy,Dog,Havanese,,98133
July 01 2018,440064,Jesse,Dog,"Welsh Corgi, Pembroke",,98116
July 01 2018,S123668,Papa,Dog,Hound,Mix,98117
July 01 2018,S119431,Jake,Dog,"Poodle, Toy",Maltese,98122
July 01 2018,216594,Saito,Dog,Alaskan Malamute,Samoyed,98107
July 01 2018,349268,Brandy,Dog,Shih Tzu,"Spaniel, American Cocker",98144
July 01 2018,S118358,Bingo,Dog,"Poodle, Miniature",Mix,98122
July 01 2018,445293,Cappy,Dog,Lhasa Apso,Terrier,98104
July 01 2018,214033,Benji,Dog,Border Collie,,98144
July 01 2018,438104,Sukhi,Dog,"Chihuahua, Short Coat",,98122
July 01 2018,S118519,Toby,Dog,"Retriever, Labrador",Great Pyrenees,98112
July 01 2018,357559,Alto,Dog,Pomeranian,,98125
July 01 2018,S144977,Sakan,Dog,"Poodle, Toy",,98107
July 02 2018,S119692,Mister Man,Dog,"Chihuahua, Short Coat",Mix,98507
July 02 2018,S132932,Franklin,Dog,"Poodle, Miniature",,98125
July 02 2018,441809,Kiba,Dog,Shiba Inu,,98103
July 02 2018,441969,Melvin,Dog,"Terrier, Fox, Wire",,98144
July 02 2018,S145452,Bixby,Dog,"Chihuahua, Short Coat",,98121
July 02 2018,726654,Darcy,Dog,"Poodle, Standard",,98108
July 02 2018,S116928,Kai,Dog,German Pinscher,,98117
July 02 2018,S106365,Kenzo,Dog,"Retriever, Labrador",,98112
July 02 2018,S145491,Oscar Doodle,Dog,Havanese,,98121
July 02 2018,216691,Rocky,Dog,"Terrier, Soft Coated Wheaten",,98117
July 02 2018,S114748,Griffey,Dog,"Bulldog, French",,98101
July 02 2018,359088,Lennox,Dog,Beagle,Pug,98109
July 02 2018,356878,Misha,Dog,Border Collie,,98136
July 02 2018,348675,SanJoKobe,Dog,Shiba Inu,,98116
July 02 2018,S145465,Maximus,Dog,"Terrier, Staffordshire Bull",,98103
July 02 2018,S118694,Bron King Trojan Boisfontaine,Dog,Bloodhound,,98126
July 02 2018,S145513,Dash,Dog,"Terrier, Airedale",Irish Wolfhound,98106
July 03 2018,S101009,Silo,Dog,"Poodle, Miniature",,98106
July 03 2018,S143280,Chubby,Dog,"Terrier, American Pit Bull",Mix,98178
July 03 2018,S143282,Bandit,Dog,German Shepherd,Mix,98103
July 03 2018,S117480,Enzo,Dog,Miniature Pinscher,Mix,98108
July 03 2018,S145492,Ace,Dog,Pomeranian,,98118
July 03 2018,354656,Lou,Dog,"Chihuahua, Short Coat",Italian Greyhound,98117
July 03 2018,S110440,Oliver,Dog,Maltese,"Poodle, Toy",98103
July 03 2018,356110,Toby,Dog,Beagle,Mix,98144
July 03 2018,S117593,Oscar,Dog,"Poodle, Standard","Retriever, Labrador",98115
July 03 2018,359040,Nick,Dog,"Retriever, Golden",,98115
July 03 2018,S111929,Captain,Dog,"Retriever, Golden",,98112
July 03 2018,27913,Cobi,Dog,Siberian Husky,,98125
July 03 2018,S145468,Hobbes,Dog,"Retriever, Labrador",,98118
July 03 2018,432176,Henry,Dog,Terrier,Mix,98117
July 03 2018,354302,Sam,Dog,"Retriever, Labrador",,98178
July 03 2018,443302,Copper,Dog,"Terrier, Staffordshire Bull",,98112
July 03 2018,S133636,Sammy Sandwich,Dog,Mix,,98112
July 03 2018,S145486,Chip,Dog,Catahoula Leopard dog,,98108
July 03 2018,S145446,Garfield,Dog,Shetland Sheepdog,"Retriever, Golden",98116
July 03 2018,S145496,Finchley,Dog,"Vizsla, Smooth Haired",,98107
July 03 2018,S145410,Mr Bandit,Dog,"Pointer, German Shorthaired",,98122
July 03 2018,S115507,Rocco,Dog,Chow Chow,,98146
July 03 2018,212316,Linus,Dog,"Retriever, Labrador","Poodle, Standard",98105
July 03 2018,440167,Oscar,Dog,Shih Tzu,,98115
July 03 2018,439603,Oso,Dog,Shepherd,Mix,98115
July 03 2018,354937,Bogie,Dog,"Dachshund, Miniature Smooth Haired",,98115
July 03 2018,S118655,Louie,Dog,"Australian Shepherd, Miniature","Terrier, Yorkshire",98199
July 03 2018,444008,Copper,Dog,Australian Cattle Dog,,98107
July 03 2018,432343,Musha,Dog,Shiba Inu,,98112
July 03 2018,438132,Jiro,Dog,Shiba Inu,,98112
July 03 2018,S145490,Muddy,Dog,McNab Herding Dog,,98118
July 03 2018,S145409,Lucky,Dog,"Terrier, Staffordshire Bull",,98133
July 03 2018,S128719,Kylo Yuan,Dog,"Terrier, Yorkshire",,98107
July 03 2018,S123803,Batman,Dog,German Shepherd,Belgian Malinois,
July 03 2018,359319,Gitzo,Dog,Xoloitzcuintli,,98133
July 03 2018,S114043,Finn,Dog,"Bulldog, French",,98177
July 03 2018,S118225,Pentti,Dog,"Bulldog, French",,98102
July 03 2018,S145472,Cooper,Dog,Dalmatian,,98199
July 03 2018,S145501,Vince,Dog,Australian Cattle Dog,,98106
July 03 2018,S145485,Finn,Dog,Doberman Pinscher,Mix,98101
July 03 2018,S145476,Fondue,Dog,"Bulldog, French",,98103
July 03 2018,731254,Carter,Dog,"Terrier, Fox, Wire",,98112
July 03 2018,S145411,Huckleberry,Dog,"Australian Shepherd, Miniature",,98146
July 03 2018,S145516,Baldr,Dog,"Retriever, Labrador","Poodle, Standard",98112
July 03 2018,S145497,Bearegard,Dog,"Chihuahua, Short Coat",,98115
July 03 2018,444496,Elvis,Dog,"Terrier, Boston",,98103
July 05 2018,S116195,Oliver,Dog,"Chihuahua, Short Coat",Mix,98119
July 05 2018,435956,Rufus T Firefly,Dog,"Schnauzer, Miniature",,98125
July 05 2018,S140263,Silas,Dog,German Shepherd,,98136
July 05 2018,441593,Chase,Dog,Havanese,,98118
July 05 2018,S117453,Morrison,Dog,Shih Tzu,Mix,98107
July 05 2018,S116689,Benny,Dog,Lhasa Apso,Mix,98117
July 05 2018,348554,Charlie,Dog,"Spaniel, Cavalier King Charles",,98115
July 05 2018,359383,Ace,Dog,"Retriever, Golden","Poodle, Standard",98119
July 05 2018,S115487,Bentley,Dog,Harrier,Beagle,98103
July 05 2018,443246,Dante,Dog,"Spaniel, American Cocker","Poodle, Miniature",98107
July 05 2018,S145618,Ollie,Dog,Plott Hound,Terrier,98101
July 05 2018,443570,Dudley,Dog,"Schnauzer, Miniature","Poodle, Miniature",98117
July 05 2018,S145665,Wally,Dog,"Chihuahua, Short Coat","Welsh Corgi, Cardigan",98105
July 05 2018,S145655,Bailey,Dog,Pomeranian,,98105
July 05 2018,S145615,Sparky,Dog,"Collie, Smooth",,98119
July 05 2018,S145608,Reggie Jackson,Dog,Mix,,98112
July 05 2018,443439,Louis,Dog,"Retriever, Labrador","Poodle, Standard",98102
July 05 2018,S145621,Frankie,Dog,"Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired",98122
July 05 2018,215907,Tiger,Dog,"Terrier, American Pit Bull",,98103
July 05 2018,443031,Boo,Dog,"Poodle, Miniature",,98103
July 05 2018,S145653,Comet,Dog,"Welsh Corgi, Cardigan",,98116
July 05 2018,S145681,Dobby,Dog,"Dachshund, Miniature Smooth Haired",Terrier,98115
July 05 2018,440173,Eddy Klug,Dog,Catahoula Leopard dog,"Retriever, Labrador",98105
July 05 2018,440654,Domo,Dog,Shih Tzu,"Poodle, Miniature",98125
July 05 2018,358120,Lucky,Dog,"Poodle, Miniature",American Eskimo,98199
July 05 2018,S145609,Hank,Dog,"Chihuahua, Short Coat",Terrier,98122
July 05 2018,S124846,Bosko,Dog,"Terrier, Jack Russell","Terrier, Rat",98101
July 05 2018,139175,Hadrian,Dog,"Retriever, Labrador",,98104
July 05 2018,S145689,Ajax,Dog,German Shepherd,Siberian Husky,98126
July 05 2018,S117789,Husky,Dog,German Shepherd,,98108
July 05 2018,S118576,Mr. Darcy,Dog,Retriever,"Poodle, Standard",98122
July 05 2018,S145647,Skittles,Dog,Bichon Frise,Shih Tzu,98116
July 05 2018,441701,Oscar,Dog,"Schnauzer, Miniature",,98102
July 05 2018,356471,Charlie,Dog,Terrier,,98116
July 05 2018,S133524,Sputnik Baccam Hopf,Dog,"Welsh Corgi, Pembroke",,98126
July 05 2018,213639,Trey,Dog,"Retriever, Labrador",,98115-5135
July 05 2018,S116328,Chase,Dog,"Retriever, Golden",,98112
July 05 2018,443282,Felix,Dog,"Terrier, Rat",,98177
July 05 2018,431079,Angus,Dog,Hound,Mix,98109
July 05 2018,S132503,Loco,Dog,"Poodle, Miniature",,98108
July 05 2018,S116870,Tiber,Dog,"Australian Shepherd, Miniature",,98119
July 05 2018,440119,Elliott,Dog,"Retriever, Labrador",,98146
July 05 2018,S117479,Topher,Dog,"Terrier, Welsh","Terrier, Welsh",98126
July 06 2018,S125783,Brio,Dog,"Poodle, Standard",Mix,98107
July 06 2018,S145617,Winston,Dog,German Shepherd,,98109
July 06 2018,441929,Cooper,Dog,"Schnauzer, Miniature",,98122
July 06 2018,S145629,Jonesy,Dog,Terrier,"Chihuahua, Short Coat",98102
July 06 2018,S116225,Jonesy,Dog,"Terrier, Jack Russell",,98102
July 06 2018,S145684,Banksy,Dog,"Chihuahua, Long Coat",,98106
July 06 2018,442780,Chaos,Dog,"Poodle, Standard",,98115
July 06 2018,S145686,Milo,Dog,"Retriever, Labrador","Poodle, Standard",98115
July 06 2018,351680,Max,Dog,"Spaniel, American Cocker","Poodle, Miniature",98146
July 06 2018,S145682,Capt. Walter LesClos,Dog,"Retriever, Labrador","Poodle, Miniature",98136
July 06 2018,443271,Teddy,Dog,"Coonhound, Treeing Walker",,98115
July 06 2018,S118314,August,Dog,"Terrier, Scottish",,98136
July 06 2018,S145624,Jake,Dog,"Spaniel, Welsh Springer",Beagle,98107
July 06 2018,S132132,Remy,Dog,"Schnauzer, Miniature","Poodle, Miniature",98117
July 06 2018,S116814,Bolt,Dog,German Shepherd,Alaskan Malamute,98103
July 06 2018,S145639,Murphy,Dog,Boxer,,98122
July 06 2018,439993,Beau,Dog,Alaskan Malamute,,98109
July 07 2018,279827,Beethoven,Dog,"Dachshund, Standard Long Haired",,98115
July 07 2018,139334,Oskar,Dog,Keeshond,,98119
July 07 2018,444046,Joey,Dog,"Terrier, Tibetan",,98177
July 07 2018,443004,Bleu,Dog,Boxer,"Retriever, Labrador",98199
July 07 2018,S116355,Kemper,Dog,Australian Shepherd,Brittany,98126
